drift_family,estimator,trial,beta,sign_error,mse,entropy_final,sign_prob_final
ou,xy_pf,59,0.0,0.03,0.03521794640960284,0.009448920475057765,0.0008063279053565129
ou,x_pf,0,1.0,0.12,0.04662675208768679,0.8439001284986916,0.7282953165626183
ou,x_pf,1,1.0,0.07,0.06535301728294376,4.1304950338020633e-11,0.999999999999
ou,x_pf,2,1.0,0.16,0.07284276399924655,0.1428021013669629,0.9797571163190948
ou,x_pf,3,1.0,0.16,0.09673856409446474,0.573555357334153,0.8640416762979624
ou,x_pf,4,1.0,0.36,0.40920670101063755,0.6304215157592394,0.8416193195918314
ou,x_pf,5,1.0,0.1,0.06831653784806081,0.38749527724362454,0.9241193887209878
ou,x_pf,6,1.0,0.11,0.03932120905890184,0.9803823074226844,0.5822684657234365
ou,x_pf,7,1.0,0.27,0.12300505727560627,0.7689856420264857,0.775116087296046
ou,x_pf,8,1.0,0.2,0.07387998309078689,0.91442796226476,0.6704870693243163
ou,x_pf,9,1.0,0.19,0.07568737311148802,4.1304950338020633e-11,0.999999999999
ou,x_pf,10,1.0,0.22,0.08258960380580638,0.35323789083956136,0.933365227493368
ou,x_pf,11,1.0,0.4,0.17851772955699968,0.8881328925017877,0.6943122009588522
ou,x_pf,12,1.0,0.23,0.08837303767226391,0.10340096192423001,0.9864661466971425
ou,x_pf,13,1.0,0.0,0.02810261102374648,0.0003230549035775316,0.9999811494790265
ou,x_pf,14,1.0,0.02,0.047248511690527975,0.1327490920171567,0.9815321900157716
ou,x_pf,15,1.0,0.12,0.0911193575936712,0.5268094057541807,0.8808857596459871
ou,x_pf,16,1.0,0.0,0.05477200817482102,4.1304950338020633e-11,0.999999999999
ou,x_pf,17,1.0,0.29,0.10224593782962628,0.8647016691252251,0.7130858114273555
ou,x_pf,18,1.0,0.01,0.02808708512187604,0.9183217129444015,0.6666407856024736
ou,x_pf,19,1.0,0.2,0.11034486848852093,0.9523012541431668,0.627859770257813
ou,x_pf,20,1.0,0.03,0.03838906357623137,4.1304950338020633e-11,0.999999999999
ou,x_pf,21,1.0,0.24,0.09328234732687302,0.3603512413666166,0.931486615914434
ou,x_pf,22,1.0,0.3,0.08432727862995507,0.91733291894208,0.6676265892503999
ou,x_pf,23,1.0,0.17,0.16663585457861424,0.2183413420660643,0.9651120385921819
ou,x_pf,24,1.0,0.12,0.04992176611101982,0.0007097298102367348,0.9999553445577912
ou,x_pf,25,1.0,0.23,0.13913357067045512,0.9741674146757362,0.5943362428037828
ou,x_pf,26,1.0,0.29,0.08329935063101158,0.36434876447105435,0.9304214889925841
ou,x_pf,27,1.0,0.2,0.06141450607720412,0.3544258918947933,0.9330529636249328
ou,x_pf,28,1.0,0.11,0.04829387463128896,4.1304950338020633e-11,0.999999999999
ou,x_pf,29,1.0,0.27,0.1364877639894285,4.1304950338020633e-11,0.999999999999
ou,x_pf,30,1.0,0.0,0.023606725737128284,0.20708077368200128,0.9674382012206695
ou,x_pf,31,1.0,0.0,0.046693706119263545,0.1611643612781877,0.976407059947125
ou,x_pf,32,1.0,0.2,0.09093001649310815,4.1304950338020633e-11,0.999999999999
ou,x_pf,33,1.0,0.05,0.05711381107308508,0.8926202862335999,0.6904785464463994
ou,x_pf,34,1.0,0.1,0.18916237774763237,4.1304950338020633e-11,0.999999999999
