beta,estimator,trial,sign_error
0.3,oracle_x,28,0.25
0.3,oracle_x,29,0.33
0.3,oracle_x,30,0.29
0.3,oracle_x,31,0.56
0.3,oracle_x,32,0.65
0.3,oracle_x,33,0.62
0.3,oracle_x,34,0.43
0.3,oracle_x,35,0.48
0.3,oracle_x,36,0.7
0.3,oracle_x,37,0.7
0.3,oracle_x,38,0.24
0.3,oracle_x,39,0.58
0.3,oracle_x,40,0.34
0.3,oracle_x,41,0.82
0.3,oracle_x,42,0.49
0.3,oracle_x,43,0.56
0.3,oracle_x,44,0.89
0.3,oracle_x,45,0.2
0.3,oracle_x,46,0.5
0.3,oracle_x,47,0.3
0.3,oracle_x,48,0.8
0.3,oracle_x,49,0.73
0.3,oracle_x,50,0.34
0.3,oracle_x,51,0.03
0.3,oracle_x,52,0.08
0.3,oracle_x,53,0.66
0.3,oracle_x,54,0.24
0.3,oracle_x,55,0.26
0.3,oracle_x,56,0.52
0.3,oracle_x,57,0.69
0.3,oracle_x,58,0.26
0.3,oracle_x,59,0.32
0.3,oracle_x,60,0.35
0.3,oracle_x,61,0.52
0.3,oracle_x,62,0.25
0.3,oracle_x,63,0.01
0.3,oracle_x,64,0.57
0.3,oracle_x,65,1.0
0.3,oracle_x,66,0.52
0.3,oracle_x,67,0.67
0.3,oracle_x,68,0.36
0.3,oracle_x,69,0.33
0.3,oracle_x,70,0.36
0.3,oracle_x,71,0.1
0.3,oracle_x,72,0.15
0.3,oracle_x,73,0.42
0.3,oracle_x,74,0.57
0.3,oracle_x,75,0.85
0.3,oracle_x,76,0.29
0.3,oracle_x,77,0.84
0.3,oracle_x,78,0.74
0.3,oracle_x,79,0.16
0.3,oracle_x,80,0.12
0.3,oracle_x,81,0.29
0.3,oracle_x,82,0.19
0.3,oracle_x,83,0.37
0.3,oracle_x,84,0.43
0.3,oracle_x,85,0.46
0.3,oracle_x,86,0.65
0.3,oracle_x,87,0.87
0.3,oracle_x,88,0.69
0.3,oracle_x,89,0.05
0.3,oracle_x,90,0.9
0.3,oracle_x,91,0.39
0.3,oracle_x,92,0.3
0.3,oracle_x,93,0.24
0.3,oracle_x,94,0.1
0.3,oracle_x,95,0.36
0.3,oracle_x,96,0.11
0.3,oracle_x,97,0.82
0.3,oracle_x,98,0.37
0.3,oracle_x,99,0.25
0.3,xy_snapshot,0,0.24
0.3,xy_snapshot,1,0.28
0.3,xy_snapshot,2,0.15
0.3,xy_snapshot,3,0.19
0.3,xy_snapshot,4,0.25
0.3,xy_snapshot,5,0.12
0.3,xy_snapshot,6,0.24
0.3,xy_snapshot,7,0.32
0.3,xy_snapshot,8,0.17
0.3,xy_snapshot,9,0.18
0.3,xy_snapshot,10,0.23
0.3,xy_snapshot,11,0.36
0.3,xy_snapshot,12,0.29
0.3,xy_snapshot,13,0.29
0.3,xy_snapshot,14,0.19
0.3,xy_snapshot,15,0.21
0.3,xy_snapshot,16,0.25
0.3,xy_snapshot,17,0.13
0.3,xy_snapshot,18,0.23
0.3,xy_snapshot,19,0.2
0.3,xy_snapshot,20,0.18
0.3,xy_snapshot,21,0.02
0.3,xy_snapshot,22,0.26
0.3,xy_snapshot,23,0.23
0.3,xy_snapshot,24,0.24
0.3,xy_snapshot,25,0.04
0.3,xy_snapshot,26,0.18
0.3,xy_snapshot,27,0.12
0.3,xy_snapshot,28,0.24
0.3,xy_snapshot,29,0.23
0.3,xy_snapshot,30,0.27
0.3,xy_snapshot,31,0.18
0.3,xy_snapshot,32,0.16
0.3,xy_snapshot,33,0.19
0.3,xy_snapshot,34,0.19
0.3,xy_snapshot,35,0.31
0.3,xy_snapshot,36,0.31
0.3,xy_snapshot,37,0.19
0.3,xy_snapshot,38,0.22
0.3,xy_snapshot,39,0.17
0.3,xy_snapshot,40,0.25
0.3,xy_snapshot,41,0.18
0.3,xy_snapshot,42,0.1
0.3,xy_snapshot,43,0.26
0.3,xy_snapshot,44,0.22
0.3,xy_snapshot,45,0.35
0.3,xy_snapshot,46,0.25
0.3,xy_snapshot,47,0.18
0.3,xy_snapshot,48,0.17
0.3,xy_snapshot,49,0.26
0.3,xy_snapshot,50,0.24
0.3,xy_snapshot,51,0.1
0.3,xy_snapshot,52,0.25
0.3,xy_snapshot,53,0.28
0.3,xy_snapshot,54,0.2
0.3,xy_snapshot,55,0.13
0.3,xy_snapshot,56,0.23
0.3,xy_snapshot,57,0.22
0.3,xy_snapshot,58,0.15
0.3,xy_snapshot,59,0.2
0.3,xy_snapshot,60,0.14
0.3,xy_snapshot,61,0.36
0.3,xy_snapshot,62,0.18
0.3,xy_snapshot,63,0.13
0.3,xy_snapshot,64,0.17
0.3,xy_snapshot,65,0.35
0.3,xy_snapshot,66,0.18
0.3,xy_snapshot,67,0.22
0.3,xy_snapshot,68,0.18
0.3,xy_snapshot,69,0.23
0.3,xy_snapshot,70,0.18
0.3,xy_snapshot,71,0.28
0.3,xy_snapshot,72,0.19
0.3,xy_snapshot,73,0.16
0.3,xy_snapshot,74,0.15
0.3,xy_snapshot,75,0.3
0.3,xy_snapshot,76,0.26
0.3,xy_snapshot,77,0.33
0.3,xy_snapshot,78,0.22
0.3,xy_snapshot,79,0.31
0.3,xy_snapshot,80,0.24
0.3,xy_snapshot,81,0.23
0.3,xy_snapshot,82,0.12
0.3,xy_snapshot,83,0.36
0.3,xy_snapshot,84,0.25
0.3,xy_snapshot,85,0.22
0.3,xy_snapshot,86,0.19
0.3,xy_snapshot,87,0.3
0.3,xy_snapshot,88,0.12
0.3,xy_snapshot,89,0.25
0.3,xy_snapshot,90,0.19
0.3,xy_snapshot,91,0.21
0.3,xy_snapshot,92,0.29
0.3,xy_snapshot,93,0.15
0.3,xy_snapshot,94,0.19
0.3,xy_snapshot,95,0.13
0.3,xy_snapshot,96,0.19
0.3,xy_snapshot,97,0.19
0.3,xy_snapshot,98,0.12
0.3,xy_snapshot,99,0.1
0.3,xy_pf,0,0.02
0.3,xy_pf,1,0.09
0.3,xy_pf,2,0.16
0.3,xy_pf,3,0.05
0.3,xy_pf,4,0.04
0.3,xy_pf,5,0.02
0.3,xy_pf,6,0.09
0.3,xy_pf,7,0.06
0.3,xy_pf,8,0.15
0.3,xy_pf,9,0.17
0.3,xy_pf,10,0.07
0.3,xy_pf,11,0.08
0.3,xy_pf,12,0.14
0.3,xy_pf,13,0.12
0.3,xy_pf,14,0.08
0.3,xy_pf,15,0.11
0.3,xy_pf,16,0.1
0.3,xy_pf,17,0.09
0.3,xy_pf,18,0.05
0.3,xy_pf,19,0.13
0.3,xy_pf,20,0.16
0.3,xy_pf,21,0.26
0.3,xy_pf,22,0.33
0.3,xy_pf,23,0.21
0.3,xy_pf,24,0.18
0.3,xy_pf,25,0.08
0.3,xy_pf,26,0.3
0.3,xy_pf,27,0.03
0.3,xy_pf,28,0.09
0.3,xy_pf,29,0.09
0.3,xy_pf,30,0.04
0.3,xy_pf,31,0.02
0.3,xy_pf,32,0.2
0.3,xy_pf,33,0.06
0.3,xy_pf,34,0.21
0.3,xy_pf,35,0.34
0.3,xy_pf,36,0.19
0.3,xy_pf,37,0.11
0.3,xy_pf,38,0.19
0.3,xy_pf,39,0.03
0.3,xy_pf,40,0.09
0.3,xy_pf,41,0.12
0.3,xy_pf,42,0.17
0.3,xy_pf,43,0.09
0.3,xy_pf,44,0.14
0.3,xy_pf,45,0.1
0.3,xy_pf,46,0.14
0.3,xy_pf,47,0.11
0.3,xy_pf,48,0.11
0.3,xy_pf,49,0.17
0.3,xy_pf,50,0.17
0.3,xy_pf,51,0.2
0.3,xy_pf,52,0.05
0.3,xy_pf,53,0.16
0.3,xy_pf,54,0.11
0.3,xy_pf,55,0.12
0.3,xy_pf,56,0.06
0.3,xy_pf,57,0.28
0.3,xy_pf,58,0.2
0.3,xy_pf,59,0.05
0.3,xy_pf,60,0.31
0.3,xy_pf,61,0.22
0.3,xy_pf,62,0.22
0.3,xy_pf,63,0.06
0.3,xy_pf,64,0.15
0.3,xy_pf,65,0.08
0.3,xy_pf,66,0.18
0.3,xy_pf,67,0.25
0.3,xy_pf,68,0.15
0.3,xy_pf,69,0.03
0.3,xy_pf,70,0.11
0.3,xy_pf,71,0.15
0.3,xy_pf,72,0.06
0.3,xy_pf,73,0.05
0.3,xy_pf,74,0.16
0.3,xy_pf,75,0.11
0.3,xy_pf,76,0.21
0.3,xy_pf,77,0.04
0.3,xy_pf,78,0.11
0.3,xy_pf,79,0.18
0.3,xy_pf,80,0.14
0.3,xy_pf,81,0.08
0.3,xy_pf,82,0.13
0.3,xy_pf,83,0.27
0.3,xy_pf,84,0.27
0.3,xy_pf,85,0.05
0.3,xy_pf,86,0.01
0.3,xy_pf,87,0.05
0.3,xy_pf,88,0.14
0.3,xy_pf,89,0.24
0.3,xy_pf,90,0.02
0.3,xy_pf,91,0.13
0.3,xy_pf,92,0.15
0.3,xy_pf,93,0.11
0.3,xy_pf,94,0.16
0.3,xy_pf,95,0.15
0.3,xy_pf,96,0.15
0.3,xy_pf,97,0.18
0.3,xy_pf,98,0.14
0.3,xy_pf,99,0.14
0.5,x_pf,0,0.17
0.5,x_pf,1,0.47
0.5,x_pf,2,0.09
0.5,x_pf,3,0.22
0.5,x_pf,4,0.16
0.5,x_pf,5,0.39
0.5,x_pf,6,0.35
0.5,x_pf,7,0.4
0.5,x_pf,8,0.55
0.5,x_pf,9,0.25
0.5,x_pf,10,0.05
0.5,x_pf,11,0.48
0.5,x_pf,12,0.04
0.5,x_pf,13,0.34
0.5,x_pf,14,0.27
0.5,x_pf,15,0.22
0.5,x_pf,16,0.35
0.5,x_pf,17,0.18
0.5,x_pf,18,0.16
0.5,x_pf,19,0.0
0.5,x_pf,20,0.52
0.5,x_pf,21,0.38
0.5,x_pf,22,0.01
0.5,x_pf,23,0.25
0.5,x_pf,24,0.32
0.5,x_pf,25,0.57
0.5,x_pf,26,0.14
0.5,x_pf,27,0.17
0.5,x_pf,28,0.69
0.5,x_pf,29,0.18
0.5,x_pf,30,0.28
0.5,x_pf,31,0.09
0.5,x_pf,32,0.44
0.5,x_pf,33,0.17
0.5,x_pf,34,0.3
0.5,x_pf,35,0.55
0.5,x_pf,36,0.45
0.5,x_pf,37,0.37
0.5,x_pf,38,0.74
0.5,x_pf,39,0.32
0.5,x_pf,40,0.56
0.5,x_pf,41,0.1
0.5,x_pf,42,0.12
0.5,x_pf,43,0.47
0.5,x_pf,44,0.15
0.5,x_pf,45,0.27
0.5,x_pf,46,0.13
0.5,x_pf,47,0.43
0.5,x_pf,48,0.79
0.5,x_pf,49,0.05
0.5,x_pf,50,0.42
0.5,x_pf,51,0.8
0.5,x_pf,52,0.6
0.5,x_pf,53,0.16
0.5,x_pf,54,0.0
0.5,x_pf,55,0.15
0.5,x_pf,56,0.17
0.5,x_pf,57,0.01
0.5,x_pf,58,0.71
0.5,x_pf,59,0.53
0.5,x_pf,60,0.0
0.5,x_pf,61,0.51
0.5,x_pf,62,0.06
0.5,x_pf,63,0.38
0.5,x_pf,64,0.19
0.5,x_pf,65,0.91
0.5,x_pf,66,0.74
0.5,x_pf,67,0.17
0.5,x_pf,68,0.38
0.5,x_pf,69,0.14
0.5,x_pf,70,0.5
0.5,x_pf,71,0.87
0.5,x_pf,72,0.31
0.5,x_pf,73,0.24
0.5,x_pf,74,0.02
0.5,x_pf,75,0.35
0.5,x_pf,76,0.49
0.5,x_pf,77,0.68
0.5,x_pf,78,0.05
0.5,x_pf,79,0.56
0.5,x_pf,80,0.19
0.5,x_pf,81,0.6
0.5,x_pf,82,0.62
0.5,x_pf,83,0.01
0.5,x_pf,84,0.55
0.5,x_pf,85,0.35
0.5,x_pf,86,0.33
0.5,x_pf,87,0.79
0.5,x_pf,88,0.47
0.5,x_pf,89,0.7
0.5,x_pf,90,0.17
0.5,x_pf,91,0.65
0.5,x_pf,92,0.28
0.5,x_pf,93,0.49
0.5,x_pf,94,0.26
0.5,x_pf,95,0.19
0.5,x_pf,96,0.14
0.5,x_pf,97,0.03
0.5,x_pf,98,0.32
0.5,x_pf,99,0.31
0.5,oracle_x,0,0.09
0.5,oracle_x,1,0.47
0.5,oracle_x,2,0.07
0.5,oracle_x,3,0.2
0.5,oracle_x,4,0.06
0.5,oracle_x,5,0.22
0.5,oracle_x,6,0.27
0.5,oracle_x,7,0.64
0.5,oracle_x,8,0.51
0.5,oracle_x,9,0.27
0.5,oracle_x,10,0.27
0.5,oracle_x,11,0.33
0.5,oracle_x,12,0.58
0.5,oracle_x,13,0.02
0.5,oracle_x,14,0.36
0.5,oracle_x,15,0.12
0.5,oracle_x,16,0.21
0.5,oracle_x,17,0.17
0.5,oracle_x,18,0.67
0.5,oracle_x,19,0.55
0.5,oracle_x,20,0.45
0.5,oracle_x,21,0.0
0.5,oracle_x,22,0.89
0.5,oracle_x,23,0.4
0.5,oracle_x,24,0.35
0.5,oracle_x,25,0.24
0.5,oracle_x,26,0.24
0.5,oracle_x,27,0.27
0.5,oracle_x,28,0.18
0.5,oracle_x,29,0.17
0.5,oracle_x,30,0.19
0.5,oracle_x,31,0.4
0.5,oracle_x,32,0.33
0.5,oracle_x,33,0.22
0.5,oracle_x,34,0.59
0.5,oracle_x,35,0.18
0.5,oracle_x,36,0.33
0.5,oracle_x,37,0.06
0.5,oracle_x,38,0.48
0.5,oracle_x,39,0.15
0.5,oracle_x,40,0.16
0.5,oracle_x,41,0.1
0.5,oracle_x,42,0.25
0.5,oracle_x,43,0.16
0.5,oracle_x,44,0.9
0.5,oracle_x,45,0.13
0.5,oracle_x,46,0.21
0.5,oracle_x,47,0.83
0.5,oracle_x,48,0.32
0.5,oracle_x,49,0.06
0.5,oracle_x,50,0.27
0.5,oracle_x,51,0.14
0.5,oracle_x,52,0.69
0.5,oracle_x,53,0.04
0.5,oracle_x,54,0.12
0.5,oracle_x,55,0.26
0.5,oracle_x,56,0.49
0.5,oracle_x,57,0.12
0.5,oracle_x,58,0.15
0.5,oracle_x,59,0.25
0.5,oracle_x,60,0.7
0.5,oracle_x,61,0.51
0.5,oracle_x,62,0.2
0.5,oracle_x,63,0.59
0.5,oracle_x,64,0.0
0.5,oracle_x,65,0.13
0.5,oracle_x,66,0.09
0.5,oracle_x,67,0.3
0.5,oracle_x,68,0.16
0.5,oracle_x,69,0.13
0.5,oracle_x,70,0.38
0.5,oracle_x,71,0.03
0.5,oracle_x,72,0.06
0.5,oracle_x,73,0.37
0.5,oracle_x,74,0.54
0.5,oracle_x,75,0.54
0.5,oracle_x,76,0.01
0.5,oracle_x,77,0.2
0.5,oracle_x,78,0.49
0.5,oracle_x,79,0.27
0.5,oracle_x,80,0.21
0.5,oracle_x,81,0.15
0.5,oracle_x,82,0.05
0.5,oracle_x,83,0.06
0.5,oracle_x,84,0.37
0.5,oracle_x,85,0.46
0.5,oracle_x,86,0.36
0.5,oracle_x,87,0.27
0.5,oracle_x,88,0.29
0.5,oracle_x,89,0.33
0.5,oracle_x,90,0.2
0.5,oracle_x,91,0.4
0.5,oracle_x,92,0.02
0.5,oracle_x,93,0.48
0.5,oracle_x,94,0.11
0.5,oracle_x,95,0.64
0.5,oracle_x,96,0.52
0.5,oracle_x,97,0.1
0.5,oracle_x,98,0.38
0.5,oracle_x,99,0.0
0.5,xy_snapshot,0,0.22
0.5,xy_snapshot,1,0.13
0.5,xy_snapshot,2,0.23
0.5,xy_snapshot,3,0.28
0.5,xy_snapshot,4,0.1
0.5,xy_snapshot,5,0.24
0.5,xy_snapshot,6,0.13
0.5,xy_snapshot,7,0.12
0.5,xy_snapshot,8,0.39
0.5,xy_snapshot,9,0.25
0.5,xy_snapshot,10,0.24
0.5,xy_snapshot,11,0.34
0.5,xy_snapshot,12,0.3
0.5,xy_snapshot,13,0.16
0.5,xy_snapshot,14,0.28
0.5,xy_snapshot,15,0.25
0.5,xy_snapshot,16,0.25
0.5,xy_snapshot,17,0.27
0.5,xy_snapshot,18,0.12
0.5,xy_snapshot,19,0.12
0.5,xy_snapshot,20,0.21
0.5,xy_snapshot,21,0.16
0.5,xy_snapshot,22,0.14
0.5,xy_snapshot,23,0.24
0.5,xy_snapshot,24,0.17
0.5,xy_snapshot,25,0.29
0.5,xy_snapshot,26,0.3
0.5,xy_snapshot,27,0.16
0.5,xy_snapshot,28,0.16
0.5,xy_snapshot,29,0.25
0.5,xy_snapshot,30,0.21
0.5,xy_snapshot,31,0.2
0.5,xy_snapshot,32,0.15
0.5,xy_snapshot,33,0.15
0.5,xy_snapshot,34,0.17
0.5,xy_snapshot,35,0.21
0.5,xy_snapshot,36,0.26
0.5,xy_snapshot,37,0.25
0.5,xy_snapshot,38,0.2
0.5,xy_snapshot,39,0.3
0.5,xy_snapshot,40,0.15
0.5,xy_snapshot,41,0.26
0.5,xy_snapshot,42,0.2
0.5,xy_snapshot,43,0.18
0.5,xy_snapshot,44,0.34
0.5,xy_snapshot,45,0.2
0.5,xy_snapshot,46,0.26
0.5,xy_snapshot,47,0.27
0.5,xy_snapshot,48,0.18
0.5,xy_snapshot,49,0.34
0.5,xy_snapshot,50,0.1
0.5,xy_snapshot,51,0.29
0.5,xy_snapshot,52,0.28
0.5,xy_snapshot,53,0.26
0.5,xy_snapshot,54,0.32
0.5,xy_snapshot,55,0.18
0.5,xy_snapshot,56,0.1
0.5,xy_snapshot,57,0.19
0.5,xy_snapshot,58,0.25
0.5,xy_snapshot,59,0.1
0.5,xy_snapshot,60,0.2
0.5,xy_snapshot,61,0.16
0.5,xy_snapshot,62,0.22
0.5,xy_snapshot,63,0.21
0.5,xy_snapshot,64,0.16
0.5,xy_snapshot,65,0.27
0.5,xy_snapshot,66,0.18
0.5,xy_snapshot,67,0.1
0.5,xy_snapshot,68,0.14
0.5,xy_snapshot,69,0.24
0.5,xy_snapshot,70,0.3
0.5,xy_snapshot,71,0.22
0.5,xy_snapshot,72,0.25
0.5,xy_snapshot,73,0.3
0.5,xy_snapshot,74,0.28
0.5,xy_snapshot,75,0.1
0.5,xy_snapshot,76,0.29
0.5,xy_snapshot,77,0.14
0.5,xy_snapshot,78,0.1
0.5,xy_snapshot,79,0.22
0.5,xy_snapshot,80,0.16
0.5,xy_snapshot,81,0.21
0.5,xy_snapshot,82,0.2
0.5,xy_snapshot,83,0.18
0.5,xy_snapshot,84,0.26
0.5,xy_snapshot,85,0.27
0.5,xy_snapshot,86,0.17
0.5,xy_snapshot,87,0.29
0.5,xy_snapshot,88,0.13
0.5,xy_snapshot,89,0.13
0.5,xy_snapshot,90,0.22
0.5,xy_snapshot,91,0.23
0.5,xy_snapshot,92,0.25
0.5,xy_snapshot,93,0.2
0.5,xy_snapshot,94,0.29
0.5,xy_snapshot,95,0.17
0.5,xy_snapshot,96,0.33
0.5,xy_snapshot,97,0.22
0.5,xy_snapshot,98,0.11
0.5,xy_snapshot,99,0.25
0.5,xy_pf,0,0.15
0.5,xy_pf,1,0.06
0.5,xy_pf,2,0.09
0.5,xy_pf,3,0.0
0.5,xy_pf,4,0.08
0.5,xy_pf,5,0.1
0.5,xy_pf,6,0.1
0.5,xy_pf,7,0.16
0.5,xy_pf,8,0.13
0.5,xy_pf,9,0.14
0.5,xy_pf,10,0.12
0.5,xy_pf,11,0.31
0.5,xy_pf,12,0.14
0.5,xy_pf,13,0.17
0.5,xy_pf,14,0.13
0.5,xy_pf,15,0.21
0.5,xy_pf,16,0.2
0.5,xy_pf,17,0.2
0.5,xy_pf,18,0.04
0.5,xy_pf,19,0.08
0.5,xy_pf,20,0.18
0.5,xy_pf,21,0.19
0.5,xy_pf,22,0.16
0.5,xy_pf,23,0.16
0.5,xy_pf,24,0.23
0.5,xy_pf,25,0.06
0.5,xy_pf,26,0.09
0.5,xy_pf,27,0.15
0.5,xy_pf,28,0.1
0.5,xy_pf,29,0.15
0.5,xy_pf,30,0.05
0.5,xy_pf,31,0.03
0.5,xy_pf,32,0.15
0.5,xy_pf,33,0.01
0.5,xy_pf,34,0.08
0.5,xy_pf,35,0.15
0.5,xy_pf,36,0.11
0.5,xy_pf,37,0.13
0.5,xy_pf,38,0.07
0.5,xy_pf,39,0.16
0.5,xy_pf,40,0.18
0.5,xy_pf,41,0.0
0.5,xy_pf,42,0.05
0.5,xy_pf,43,0.04
0.5,xy_pf,44,0.21
0.5,xy_pf,45,0.11
0.5,xy_pf,46,0.1
0.5,xy_pf,47,0.15
0.5,xy_pf,48,0.06
0.5,xy_pf,49,0.09
0.5,xy_pf,50,0.13
0.5,xy_pf,51,0.16
0.5,xy_pf,52,0.12
0.5,xy_pf,53,0.29
0.5,xy_pf,54,0.03
0.5,xy_pf,55,0.07
0.5,xy_pf,56,0.03
0.5,xy_pf,57,0.13
0.5,xy_pf,58,0.16
0.5,xy_pf,59,0.14
0.5,xy_pf,60,0.13
0.5,xy_pf,61,0.11
0.5,xy_pf,62,0.05
0.5,xy_pf,63,0.15
0.5,xy_pf,64,0.17
0.5,xy_pf,65,0.06
0.5,xy_pf,66,0.27
0.5,xy_pf,67,0.24
0.5,xy_pf,68,0.12
0.5,xy_pf,69,0.0
0.5,xy_pf,70,0.08
0.5,xy_pf,71,0.18
0.5,xy_pf,72,0.05
0.5,xy_pf,73,0.19
0.5,xy_pf,74,0.23
0.5,xy_pf,75,0.16
0.5,xy_pf,76,0.13
0.5,xy_pf,77,0.05
0.5,xy_pf,78,0.13
0.5,xy_pf,79,0.27
0.5,xy_pf,80,0.21
0.5,xy_pf,81,0.05
0.5,xy_pf,82,0.06
0.5,xy_pf,83,0.09
0.5,xy_pf,84,0.09
0.5,xy_pf,85,0.08
0.5,xy_pf,86,0.1
0.5,xy_pf,87,0.01
0.5,xy_pf,88,0.11
0.5,xy_pf,89,0.27
0.5,xy_pf,90,0.06
0.5,xy_pf,91,0.0
0.5,xy_pf,92,0.16
0.5,xy_pf,93,0.11
0.5,xy_pf,94,0.15
0.5,xy_pf,95,0.02
0.5,xy_pf,96,0.33
0.5,xy_pf,97,0.15
0.5,xy_pf,98,0.06
0.5,xy_pf,99,0.02
0.7,x_pf,0,0.42
0.7,x_pf,1,0.25
0.7,x_pf,2,0.38
0.7,x_pf,3,0.02
0.7,x_pf,4,0.41
0.7,x_pf,5,0.36
0.7,x_pf,6,0.13
0.7,x_pf,7,0.57
0.7,x_pf,8,0.39
0.7,x_pf,9,0.4
0.7,x_pf,10,0.58
0.7,x_pf,11,0.18
0.7,x_pf,12,0.29
0.7,x_pf,13,0.2
0.7,x_pf,14,0.09
0.7,x_pf,15,0.0
0.7,x_pf,16,0.14
0.7,x_pf,17,0.19
0.7,x_pf,18,0.35
0.7,x_pf,19,0.36
0.7,x_pf,20,0.65
0.7,x_pf,21,0.05
0.7,x_pf,22,0.1
0.7,x_pf,23,0.0
0.7,x_pf,24,0.01
0.7,x_pf,25,0.49
0.7,x_pf,26,0.21
0.7,x_pf,27,0.1
0.7,x_pf,28,0.15
0.7,x_pf,29,0.13
0.7,x_pf,30,0.04
0.7,x_pf,31,0.25
0.7,x_pf,32,0.47
0.7,x_pf,33,0.36
0.7,x_pf,34,0.11
0.7,x_pf,35,0.44
0.7,x_pf,36,0.34
0.7,x_pf,37,0.15
0.7,x_pf,38,0.02
0.7,x_pf,39,0.37
0.7,x_pf,40,0.54
0.7,x_pf,41,0.22
0.7,x_pf,42,0.11
0.7,x_pf,43,0.2
0.7,x_pf,44,0.03
0.7,x_pf,45,0.41
0.7,x_pf,46,0.1
0.7,x_pf,47,0.2
0.7,x_pf,48,0.37
0.7,x_pf,49,0.36
0.7,x_pf,50,0.25
0.7,x_pf,51,0.92
0.7,x_pf,52,0.19
0.7,x_pf,53,0.07
0.7,x_pf,54,0.13
0.7,x_pf,55,0.01
0.7,x_pf,56,0.25
0.7,x_pf,57,0.23
0.7,x_pf,58,0.46
0.7,x_pf,59,0.11
0.7,x_pf,60,0.06
0.7,x_pf,61,0.0
0.7,x_pf,62,0.19
0.7,x_pf,63,0.38
0.7,x_pf,64,0.37
0.7,x_pf,65,0.18
0.7,x_pf,66,0.13
0.7,x_pf,67,0.47
0.7,x_pf,68,0.59
0.7,x_pf,69,0.16
0.7,x_pf,70,0.15
0.7,x_pf,71,0.4
0.7,x_pf,72,0.17
0.7,x_pf,73,0.07
0.7,x_pf,74,0.0
0.7,x_pf,75,0.41
0.7,x_pf,76,0.01
0.7,x_pf,77,0.46
0.7,x_pf,78,0.19
0.7,x_pf,79,0.03
0.7,x_pf,80,0.29
0.7,x_pf,81,0.02
